f	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15
 (7.100000000000000000e+02+0.000000000000000000e+00j)	 (-2.312930402221563497e+01-4.668123728617687984e-01j)	 (-1.621851812365987300e+01-4.451238952421608941e-01j)	 (-3.486322486341661975e-01-1.770548394576443030e-01j)	 (1.876429242187878543e+01-2.383681486675346406e+00j)	 (1.154373891225400767e-01+2.985516088140304641e-02j)	 (9.829721649823430774e-03-1.202579462290441319e-02j)	 (1.711041828793884179e+01-1.712486634913050754e+00j)	 (2.351849400041712904e-02+9.666654401150252818e-02j)	 (-5.516487621510318684e-02+1.133511980557784099e-01j)	 (1.765129516603977655e-01+7.206112289159620488e-02j)	 (-3.538323469683127363e-03+6.077252554452540305e-03j)	 (2.291781627254458990e-03+1.108885574179544397e-03j)	 (1.908812172588751285e-02-3.364995683503458224e-03j)	 (-3.421780383291308982e-03-1.603151255906125616e-01j)	 (2.680739106734222332e-01-2.796693930993205957e-01j)
 (7.120000000000000000e+02+0.000000000000000000e+00j)	 (-2.296034568825764666e+01-4.652984503874372235e-01j)	 (-1.610738499542392432e+01-4.443097181227283476e-01j)	 (-3.454323195347148712e-01-1.736791890954099138e-01j)	 (1.880140101734639302e+01-2.401932796291240457e+00j)	 (1.165307300505384058e-01+3.073038830364026655e-02j)	 (9.706857818936230620e-03-1.193294344488846602e-02j)	 (1.713997714214363910e+01-1.722386226216159333e+00j)	 (2.357056444299918466e-02+9.707870409723455551e-02j)	 (-5.517983172899944971e-02+1.137924206027125240e-01j)	 (1.779126895759670646e-01+7.237819734870365451e-02j)	 (-3.532103670832832838e-03+6.078777886829862635e-03j)	 (2.295588241568809976e-03+1.116017425225754528e-03j)	 (1.883086888608678441e-02-3.476026074091219387e-03j)	 (-7.264005796864915010e-04-1.603423186152511670e-01j)	 (2.674598611313392937e-01-2.826685114175116476e-01j)
 (7.140000000000000000e+02+0.000000000000000000e+00j)	 (-2.279279212743187699e+01-4.638079007430313538e-01j)	 (-1.599704487300281386e+01-4.435029697889912859e-01j)	 (-3.422502593859186315e-01-1.703881188285999992e-01j)	 (1.883869045495824679e+01-2.420386972942020876e+00j)	 (1.176257445903680227e-01+3.159442735944524572e-02j)	 (9.586899474017364711e-03-1.184068260515483070e-02j)	 (1.716968152426158767e+01-1.732365724083914538e+00j)	 (2.362289130443200394e-02+9.749262306439046566e-02j)	 (-5.519517320572336211e-02+1.142353945460293368e-01j)	 (1.793175001913489275e-01+7.268853103798354753e-02j)	 (-3.525814771186005191e-03+6.080405987829303263e-03j)	 (2.299447868212825454e-03+1.123182606699944103e-03j)	 (1.857774627530583283e-02-3.580837630665656759e-03j)	 (1.970448644663900899e-03-1.603673381288966970e-01j)	 (2.667882011687113253e-01-2.857284794897971270e-01j)
 (7.150000000000000000e+02+0.000000000000000000e+00j)	 (-2.270957405834204934e+01-4.631050595803040126e-01j)	 (-1.594219006122788151e+01-4.431255225374202134e-01j)	 (-3.406633230867133211e-01-1.687768660032622492e-01j)	 (1.885741120263897841e+01-2.429706448989274126e+00j)	 (1.181747268897291037e-01+3.202084614913656979e-02j)	 (9.527959709781479158e-03-1.179574502009364534e-02j)	 (1.718459215274555518e+01-1.737404015301348581e+00j)	 (2.364928771742842370e-02+9.770014259936134204e-02j)	 (-5.520301754083898477e-02+1.144577759122482885e-01j)	 (1.800227975508115474e-01+7.284111371772701571e-02j)	 (-3.522608447663917643e-03+6.081094062542419590e-03j)	 (2.301410168599461910e-03+1.126729762549391394e-03j)	 (1.845253614144488560e-02-3.629663942639502899e-03j)	 (3.314884204523636888e-03-1.603853739958927549e-01j)	 (2.664263074773949302e-01-2.872778071552130053e-01j)
 (7.170000000000000000e+02+0.000000000000000000e+00j)	 (-2.254436686356467945e+01-4.617238561149173970e-01j)	 (-1.583318356864512921e+01-4.423940589504114507e-01j)	 (-3.375011234783852343e-01-1.656300552980426444e-01j)	 (1.889497763565305988e+01-2.448573734508015853e+00j)	 (1.192750246941276099e-01+3.286306768086050961e-02j)	 (9.412281598766690516e-03-1.170486202101206179e-02j)	 (1.721449089868350413e+01-1.747610413967647824e+00j)	 (2.370259947712181556e-02+9.811660004600170071e-02j)	 (-5.521866609579156177e-02+1.149040879033487589e-01j)	 (1.814384717043031892e-01+7.313676444567340784e-02j)	 (-3.516232402226818037e-03+6.082772953013758366e-03j)	 (2.305355188705413959e-03+1.133890876449266056e-03j)	 (1.820619004726061613e-02-3.724043934627888769e-03j)	 (5.971216996408830122e-03-1.604269248088922295e-01j)	 (2.656526050668162053e-01-2.904056305073582922e-01j)
 (7.190000000000000000e+02+0.000000000000000000e+00j)	 (-2.238054124378006193e+01-4.603327943378947573e-01j)	 (-1.572496370967151513e+01-4.416505991611409110e-01j)	 (-3.343623057100915119e-01-1.625630342313540144e-01j)	 (1.893271130621269549e+01-2.467649197048855214e+00j)	 (1.203756648395510470e-01+3.369383654069908057e-02j)	 (9.298305069692218774e-03-1.161545665294752387e-02j)	 (1.724452360931539374e+01-1.757894054113107174e+00j)	 (2.375617623498537181e-02+9.853459807879079435e-02j)	 (-5.523465650739665250e-02+1.153522173481000695e-01j)	 (1.828594292582821079e-01+7.342536168787823503e-02j)	 (-3.509904535725714113e-03+6.084372811118010649e-03j)	 (2.309310566904555165e-03+1.141032607289956978e-03j)	 (1.796488380002864496e-02-3.812027074637985846e-03j)	 (8.627425040227853364e-03-1.604616427467855932e-01j)	 (2.648185602465759070e-01-2.935924559725042182e-01j)
 (7.210000000000000000e+02+0.000000000000000000e+00j)	 (-2.221814752350519129e+01-4.589180416712497212e-01j)	 (-1.561756434625087486e+01-4.408923265935293379e-01j)	 (-3.312475786133759481e-01-1.595789780059072016e-01j)	 (1.897059686772601594e+01-2.486963445672524031e+00j)	 (1.214773374547214735e-01+3.451270585345871805e-02j)	 (9.186757170914076551e-03-1.152657984985059995e-02j)	 (1.727466930553778113e+01-1.768279484730216344e+00j)	 (2.381031533903118710e-02+9.895414985262991625e-02j)	 (-5.525098197240528586e-02+1.158022970066281687e-01j)	 (1.842853152888380142e-01+7.370495580510105782e-02j)	 (-3.503552917208024430e-03+6.086051959603737058e-03j)	 (2.313293206531499054e-03+1.148208260376875397e-03j)	 (1.772823285873185994e-02-3.894976902456331967e-03j)	 (1.127101750832471688e-02-1.604870112529692139e-01j)	 (2.639224842466861842e-01-2.968329506554425179e-01j)
 (7.220000000000000000e+02+0.000000000000000000e+00j)	 (-2.213756795260129095e+01-4.581916571504504043e-01j)	 (-1.556422203320097530e+01-4.405084575011087300e-01j)	 (-3.296997259711147432e-01-1.581244733485618614e-01j)	 (1.898958515009107373e+01-2.496752834960215939e+00j)	 (1.220283288429308555e-01+3.491620528573229076e-02j)	 (9.131329787766422068e-03-1.148183373844758118e-02j)	 (1.728976318373243259e+01-1.773547696776915705e+00j)	 (2.383765413462438434e-02+9.916447477369891295e-02j)	 (-5.525892261560653995e-02+1.160281392982363963e-01j)	 (1.850007963767256736e-01+7.383902933276585701e-02j)	 (-3.500491224250249118e-03+6.086987415718812106e-03j)	 (2.315254703982584129e-03+1.151806987078521144e-03j)	 (1.761276629509558878e-02-3.934826098052080119e-03j)	 (1.257095704164836597e-02-1.604966605057440154e-01j)	 (2.634513733966037385e-01-2.984637724430986849e-01j)
 (7.240000000000000000e+02+0.000000000000000000e+00j)	 (-2.197732145357528566e+01-4.568940804079758555e-01j)	 (-1.545804377256325779e+01-4.398222806674743079e-01j)	 (-3.266092229545627390e-01-1.552617766612480465e-01j)	 (1.902777123497442702e+01-2.516459281682184912e+00j)	 (1.231347723919227199e-01+3.571728547904940571e-02j)	 (9.022551671026970282e-03-1.139450957066333314e-02j)	 (1.732014329933991448e+01-1.784133649723099735e+00j)	 (2.389256532857013046e-02+9.958673165982223630e-02j)	 (-5.527574313750502344e-02+1.164815131466339776e-01j)	 (1.864383562714694575e-01+7.410570315935952057e-02j)	 (-3.494205553458158437e-03+6.088635294276577292e-03j)	 (2.319278894516677882e-03+1.158963146853075757e-03j)	 (1.738314712676816004e-02-4.009030029731590686e-03j)	 (1.519404737716842368e-02-1.605381626750455315e-01j)	 (2.624407797111281138e-01-3.017819922806379562e-01j)
 (7.260000000000000000e+02+0.000000000000000000e+00j)	 (-2.181858126178531521e+01-4.555179184681995563e-01j)	 (-1.535273973010165172e+01-4.390977744411561634e-01j)	 (-3.235479352850902934e-01-1.524862357351673137e-01j)	 (1.906607305822365106e+01-2.536468739860291866e+00j)	 (1.242416036935787838e-01+3.650455230072562757e-02j)	 (8.915763034848126281e-03-1.130731612257433218e-02j)	 (1.735059063674952640e+01-1.794868651802181470e+00j)	 (2.394805642798954193e-02+1.000103293892289635e-01j)	 (-5.529226941541973833e-02+1.169369582703373572e-01j)	 (1.878808648775934509e-01+7.435981150398293660e-02j)	 (-3.487990997462545560e-03+6.090431314994974865e-03j)	 (2.323296778329563429e-03+1.166144331288423595e-03j)	 (1.715908463082169849e-02-4.079151185791333317e-03j)	 (1.777981206449552251e-02-1.605628936685890018e-01j)	 (2.613678037041762825e-01-3.051388294949196056e-01j)
 (7.280000000000000000e+02+0.000000000000000000e+00j)	 (-2.166113497745437044e+01-4.541651560859892856e-01j)	 (-1.524817508608130723e+01-4.383803294181835009e-01j)	 (-3.205091168249058486e-01-1.497782706107829154e-01j)	 (1.910455580852648438e+01-2.556694278967442280e+00j)	 (1.253508270811043712e-01+3.728272731889124142e-02j)	 (8.811526581939449834e-03-1.122102967879304129e-02j)	 (1.738119255321007017e+01-1.805684548038617887e+00j)	 (2.400389809251465487e-02+1.004357280996495960e-01j)	 (-5.530935489529929111e-02+1.173942510713961024e-01j)	 (1.893288732415568665e-01+7.460693989553093819e-02j)	 (-3.481668434583810173e-03+6.092269151654133678e-03j)	 (2.327372140853299805e-03+1.173351872893518095e-03j)	 (1.693833470271169372e-02-4.145015331440129840e-03j)	 (2.036999228943428553e-02-1.605834149681530654e-01j)	 (2.602199432414998848e-01-3.085588434308261796e-01j)
 (7.300000000000000000e+02+0.000000000000000000e+00j)	 (-2.150508324271155658e+01-4.528766815867265594e-01j)	 (-1.514440884704298362e+01-4.377042451593143868e-01j)	 (-3.174890797218116179e-01-1.471454102153397780e-01j)	 (1.914323194791524685e+01-2.577201902292836522e+00j)	 (1.264637041501509018e-01+3.804923053931684451e-02j)	 (8.709272566043846017e-03-1.113598926255873756e-02j)	 (1.741194609490299783e+01-1.816645839155392572e+00j)	 (2.406026887716165505e-02+1.008629564030663478e-01j)	 (-5.532668469706142345e-02+1.178538022441785599e-01j)	 (1.907846526187065295e-01+7.484479655897638417e-02j)	 (-3.475337094379293227e-03+6.094065716214455870e-03j)	 (2.331493888237533892e-03+1.180537470526916207e-03j)	 (1.672169105136625880e-02-4.205754935524445154e-03j)	 (2.294377596926195501e-02-1.606118127639725168e-01j)	 (2.589877842161556476e-01-3.120274531522866379e-01j)
 (7.310000000000000000e+02+0.000000000000000000e+00j)	 (-2.142764043465531643e+01-4.522733346819305389e-01j)	 (-1.509286073765394498e+01-4.373972933274758446e-01j)	 (-3.159842823452548299e-01-1.458616132156740075e-01j)	 (1.916264441964207421e+01-2.587596713263362602e+00j)	 (1.270226294787588084e-01+3.842720581481250813e-02j)	 (8.659300614105339480e-03-1.109343194702333037e-02j)	 (1.742737353643578047e+01-1.822214842325849515e+00j)	 (2.408879084522314376e-02+1.010772864687837086e-01j)	 (-5.533528944842443925e-02+1.180846135327531521e-01j)	 (1.915160885343897279e-01+7.495863232723481984e-02j)	 (-3.472134725363533111e-03+6.095044769794499828e-03j)	 (2.333584522118811819e-03+1.184143324118620095e-03j)	 (1.661476366045824132e-02-4.234639298724423781e-03j)	 (2.421154354224311356e-02-1.606337695184948400e-01j)	 (2.583363957809125533e-01-3.137713770734633090e-01j)
 (7.330000000000000000e+02+0.000000000000000000e+00j)	 (-2.127362084224813543e+01-4.510106682645532716e-01j)	 (-1.499026494430937184e+01-4.367386178171240863e-01j)	 (-3.129989580285352790e-01-1.433352131383008043e-01j)	 (1.920157672114293845e+01-2.608517150353459435e+00j)	 (1.281393872252170330e-01+3.917746098242016334e-02j)	 (8.559913897654451362e-03-1.100953245537082160e-02j)	 (1.745832936122863899e+01-1.833371415455018250e+00j)	 (2.414597198807811804e-02+1.015069845146378130e-01j)	 (-5.535297241418345865e-02+1.185474884428451420e-01j)	 (1.929817962057500669e-01+7.518208488176010562e-02j)	 (-3.465813465257370704e-03+6.096886239178376035e-03j)	 (2.337751158297775387e-03+1.191343468549590709e-03j)	 (1.640438812625542864e-02-4.289322867970254624e-03j)	 (2.676282153648076173e-02-1.606597923832664421e-01j)	 (2.569817629472396781e-01-3.173140524113375327e-01j)
 (7.350000000000000000e+02+0.000000000000000000e+00j)	 (-2.112091775542088001e+01-4.497217884332981308e-01j)	 (-1.488843168520226357e+01-4.360635179886849788e-01j)	 (-3.100405975724289664e-01-1.408753243591732707e-01j)	 (1.924066133565867176e+01-2.629703374454471110e+00j)	 (1.292578103202979833e-01+3.991777429435062335e-02j)	 (8.462471418735059703e-03-1.092595807065675426e-02j)	 (1.748940726791530409e+01-1.844642242567418489e+00j)	 (2.420354160003791374e-02+1.019382673977900083e-01j)	 (-5.537076624299762384e-02+1.190124326129147064e-01j)	 (1.944529761904665865e-01+7.539574455187009194e-02j)	 (-3.459506785340345052e-03+6.098838946333812183e-03j)	 (2.341938839035627006e-03+1.198581737863612219e-03j)	 (1.619811871399936751e-02-4.340993545608282968e-03j)	 (2.930254582853551032e-02-1.606745688228022884e-01j)	 (2.555484301925153301e-01-3.209092797737749803e-01j)
 (7.370000000000000000e+02+0.000000000000000000e+00j)	 (-2.096963673642709836e+01-4.484409803663942373e-01j)	 (-1.478742396518454960e+01-4.354026025407946032e-01j)	 (-3.071071482222080817e-01-1.384894710472311663e-01j)	 (1.927990130968883165e+01-2.651220397424281394e+00j)	 (1.303790155321347677e-01+4.064538276455158250e-02j)	 (8.366428089315166780e-03-1.084298553240806151e-02j)	 (1.752059696203647121e+01-1.856089640711449995e+00j)	 (2.426186429494286978e-02+1.023713073897021125e-01j)	 (-5.538854368899039093e-02+1.194796438492539831e-01j)	 (1.959315690556221734e-01+7.559703456992186710e-02j)	 (-3.453277787563293916e-03+6.100836982314672419e-03j)	 (2.346118560381843694e-03+1.205809620227694034e-03j)	 (1.599675733277288250e-02-4.388900281340488499e-03j)	 (3.180746763967796237e-02-1.606862499805039035e-01j)	 (2.540308079012456033e-01-3.245384267566809311e-01j)
 (7.390000000000000000e+02+0.000000000000000000e+00j)	 (-2.081955958748875091e+01-4.472751349014433275e-01j)	 (-1.468710212801965476e+01-4.348048106727959161e-01j)	 (-3.041902311450206953e-01-1.361605571724986696e-01j)	 (1.931936853333301940e+01-2.672987428377928687e+00j)	 (1.315051145726463255e-01+4.136502533028765111e-02j)	 (8.272250780843950352e-03-1.076140510836743128e-02j)	 (1.755199105529031911e+01-1.867649996645292410e+00j)	 (2.432055393071769558e-02+1.028063546580790938e-01j)	 (-5.540696920191762187e-02+1.199491658688049689e-01j)	 (1.974185777939271025e-01+7.579170495111399453e-02j)	 (-3.446999036511459724e-03+6.102754412827828510e-03j)	 (2.350371611845466623e-03+1.213025746473473266e-03j)	 (1.579824554793850255e-02-4.432602017251859559e-03j)	 (3.431924371529952722e-02-1.607120743855143252e-01j)	 (2.524081363131531197e-01-3.282277263052147398e-01j)
 (7.400000000000000000e+02+0.000000000000000000e+00j)	 (-2.074508469424666757e+01-4.466348899608125755e-01j)	 (-1.463727531817333904e+01-4.344777959885339214e-01j)	 (-3.027458104851215026e-01-1.350251861168363376e-01j)	 (1.933912681820314461e+01-2.684011750618652492e+00j)	 (1.320679770598283953e-01+4.171949888250271049e-02j)	 (8.225641236290968245e-03-1.072016114192280399e-02j)	 (1.756769481443899750e+01-1.873503157661345897e+00j)	 (2.435017434049833659e-02+1.030242689412832480e-01j)	 (-5.541587933776074421e-02+1.201848135824986202e-01j)	 (1.981637359407746046e-01+7.588259764563902443e-02j)	 (-3.443937266449090435e-03+6.103837393050335312e-03j)	 (2.352469043730680796e-03+1.216663176309407818e-03j)	 (1.570130764050101796e-02-4.454054983732701894e-03j)	 (3.555230540590093025e-02-1.607132117214948586e-01j)	 (2.515728318194985214e-01-3.300786508276077336e-01j)
 (7.420000000000000000e+02+0.000000000000000000e+00j)	 (-2.059693726293973270e+01-4.454025885210167734e-01j)	 (-1.453807962350996164e+01-4.338413570976327183e-01j)	 (-2.998721317736114389e-01-1.327890586774101989e-01j)	 (1.937880383891897651e+01-2.706209306023075634e+00j)	 (1.331970468208137082e-01+4.242404779850601770e-02j)	 (8.134601430117061743e-03-1.063925844367964897e-02j)	 (1.759925874197603690e+01-1.885251401049452102e+00j)	 (2.440950064811746659e-02+1.034617456639249505e-01j)	 (-5.543434257473987131e-02+1.206574590632087801e-01j)	 (1.996586411704222574e-01+7.606128961868738325e-02j)	 (-3.437599344311177176e-03+6.105916484247826161e-03j)	 (2.356771766155446070e-03+1.223931355004154262e-03j)	 (1.550814894907857032e-02-4.494023676316359454e-03j)	 (3.803908312990445656e-02-1.607153679371942923e-01j)	 (2.498242350913855159e-01-3.338375277384708073e-01j)
 (7.440000000000000000e+02+0.000000000000000000e+00j)	 (-2.045007554456871190e+01-4.442341312121272923e-01j)	 (-1.443962745076201593e+01-4.332467002267008094e-01j)	 (-2.970195873877427006e-01-1.306142364571387660e-01j)	 (1.941867101242856464e+01-2.728719275020130564e+00j)	 (1.343304723732417494e-01+4.311817110212706750e-02j)	 (8.045055604257720858e-03-1.055942021069410791e-02j)	 (1.763098225191687263e+01-1.897159534354563526e+00j)	 (2.446945605273219068e-02+1.039009536877662787e-01j)	 (-5.545310294005265789e-02+1.211326517783770096e-01j)	 (2.011618719259344878e-01+7.622978346187436749e-02j)	 (-3.431275158656463525e-03+6.107944051547272227e-03j)	 (2.361110054558648429e-03+1.231185754512630418e-03j)	 (1.531865693692857459e-02-4.530330443089192020e-03j)	 (4.050851781096042464e-02-1.607233484093246179e-01j)	 (2.479719083597685669e-01-3.376367590957919940e-01j)
 (7.460000000000000000e+02+0.000000000000000000e+00j)	 (-2.030455256759713834e+01-4.431135506772855281e-01j)	 (-1.434195481451512677e+01-4.326891270885731000e-01j)	 (-2.941900286091976846e-01-1.285035053000822824e-01j)	 (1.945870537557062363e+01-2.751571838365673983e+00j)	 (1.354685968482745584e-01+4.380115490522879657e-02j)	 (7.957572856212832835e-03-1.047985825303558716e-02j)	 (1.766283881707096626e+01-1.909251136040605479e+00j)	 (2.453004661088118571e-02+1.043420973946835306e-01j)	 (-5.547181072679701480e-02+1.216102429145538705e-01j)	 (2.026729909568166510e-01+7.638589996080877298e-02j)	 (-3.424925029220005426e-03+6.110110819304351987e-03j)	 (2.365493026977176765e-03+1.238462602076546891e-03j)	 (1.513263133057959030e-02-4.564081596069441416e-03j)	 (4.294632980986418103e-02-1.607335996903361541e-01j)	 (2.460175699708426200e-01-3.414642870191053614e-01j)
 (7.480000000000000000e+02+0.000000000000000000e+00j)	 (-2.016017866589199414e+01-4.419771889598801407e-01j)	 (-1.424495058701341321e+01-4.321172471708802365e-01j)	 (-2.913867136232590749e-01-1.264431521938914338e-01j)	 (1.949890628647653656e+01-2.774698147280203031e+00j)	 (1.366090811747224520e-01+4.447585377253726602e-02j)	 (7.871460859590331469e-03-1.040143677132805006e-02j)	 (1.769484767347434229e+01-1.921452144039604182e+00j)	 (2.459111199271937429e-02+1.047848893001220028e-01j)	 (-5.549092759906179562e-02+1.220900979334395009e-01j)	 (2.041902799108392674e-01+7.653339232952070803e-02j)	 (-3.418573840618441446e-03+6.112213805599201952e-03j)	 (2.369907071332038890e-03+1.245742198004867697e-03j)	 (1.494987542793155613e-02-4.594963924177544908e-03j)	 (4.538332681092283050e-02-1.607336622285574224e-01j)	 (2.439636947590417271e-01-3.453444486830318239e-01j)
